© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
7-nitroindazole	 	chemical reagent	 	 	 	4.23E-02	NFKBIA	 
ERK1/2	 	group	 	 	 	4.30E-02	CALR,CCND2,HSPA5	 
IL1RN	 	cytokine	 	 	 	4.31E-02	HLA-DQB1,KLF6	 
dimethyl sulfoxide	 	chemical drug	 	 	 	4.31E-02	CALR,CCND2	 
TSC2	 	other	 	 	 	4.37E-02	CCND2,HSPA5	 
WNT1	 	cytokine	 	 	 	4.43E-02	CCND2,EEF1A1	 
Sb202190	 	chemical - kinase inhibitor	 	 	 	4.43E-02	CCND2,HSPA5	 
SP2509	 	chemical reagent	 	 	 	4.44E-02	CCND2,HSPA5,MKI67	 
Fgfr	 	group	 	 	 	4.47E-02	HSPA5	 
Gli	 	group	 	 	 	4.47E-02	CCND2	 
KLK4	 	peptidase	 	 	 	4.47E-02	MKI67	 
PADI2	 	enzyme	 	 	 	4.47E-02	MKI67	 
Endothelin	 	group	 	 	 	4.47E-02	CD74	 
AKR1B1	 	enzyme	 	 	 	4.47E-02	MKI67	 
ITGA6	 	transmembrane receptor	 	 	 	4.47E-02	CCND2	 
CD46	 	transmembrane receptor	 	 	 	4.47E-02	CD69	 
ITGAL	 	transmembrane receptor	 	 	 	4.47E-02	CD69	 
KLRC4-KLRK1/KLRK1	 	transmembrane receptor	 	 	 	4.47E-02	CD69	 
antimycin A	 	chemical - endogenous non-mammalian	 	 	 	4.47E-02	TXNIP	 
helenalin	 	chemical - endogenous non-mammalian	 	 	 	4.47E-02	NFKBIA	 
prostaglandin E2	 	chemical - endogenous mammalian	 	 	 	4.58E-02	CD69,IGHG1,NFKBIA	 
RHOJ	 	enzyme	 	 	 	4.71E-02	ACTG1	 
CCK	 	other	 	 	 	4.71E-02	HSPA5	 
CFB	 	peptidase	 	 	 	4.71E-02	HSPA5	 
ZBP1	 	other	 	 	 	4.71E-02	NFKBIA	 
SLC29A1	 	transporter	 	 	 	4.71E-02	TP53INP1	 
NT5E	 	phosphatase	 	 	 	4.71E-02	MKI67	 
AICDA	 	enzyme	 	 	 	4.71E-02	CD74	 
NOX1	 	enzyme	 	 	 	4.71E-02	NFKBIA	 
IL21R	 	transmembrane receptor	 	 	 	4.71E-02	IGHG1	 
PTK2B	 	kinase	 	 	 	4.71E-02	IGHM	 
ACTB	 	other	 	 	 	4.71E-02	ACTG1	 
RARRES2	 	transmembrane receptor	 	 	 	4.71E-02	CCND2	 
TREM2	 	transmembrane receptor	 	 	 	4.71E-02	NFKBIA	 
triflusal	 	chemical drug	 	 	 	4.71E-02	CD74	 
diethylmaleate	 	chemical toxicant	 	 	 	4.71E-02	NFKBIA	 
idarubicin	 	chemical drug	 	 	 	4.71E-02	TP53INP1	 
lycopene	 	chemical drug	 	 	 	4.71E-02	CD69	 
CASR	 	G-protein coupled receptor	 	 	 	4.74E-02	CCND2,TXNIP	 
tamoxifen	 	chemical drug	 	 	 	4.80E-02	AHNAK,HSP90B1,MKI67	 
FOXM1	 	transcription regulator	 	 	 	4.86E-02	CCND2,MKI67	 
SOX11	 	transcription regulator	 	 	 	4.92E-02	MS4A1,TP53INP1	 
cisplatin	 	chemical drug	 	1.243	 	4.95E-02	HSPA5,NFKBIA,TMSB10/TMSB4X,TP53INP1,TXNIP	 
11,12-epoxyeicosatrienoic acid	 	chemical - endogenous mammalian	 	 	 	4.95E-02	NFKBIA	 
puromycin	 	chemical - endogenous non-mammalian	 	 	 	4.95E-02	HSPA5	 
BIRC3	 	enzyme	 	 	 	4.95E-02	NFKBIA	 
ZNF202	 	transcription regulator	 	 	 	4.95E-02	CALR	 
TIMP2	 	other	 	 	 	4.95E-02	NFKBIA	 
MPZ	 	other	 	 	 	4.95E-02	HSPA5	 
MLX	 	transcription regulator	 	 	 	4.95E-02	TXNIP	 
PPP1R13L	 	transcription regulator	 	 	 	4.95E-02	CCND2	 
LCP2	 	other	 	 	 	4.95E-02	CD69	 
RFX1	 	transcription regulator	 	 	 	4.95E-02	HLA-DRA	 
CCND3	 	kinase	 	 	 	4.95E-02	CCND2	 
RFX3	 	transcription regulator	 	 	 	4.95E-02	HLA-DRA	 
ADRB1	 	G-protein coupled receptor	 	 	 	4.95E-02	HSPA5	 
HRG	 	other	 	 	 	4.95E-02	CD74	 
TP53COR1	 	other	 	 	 	4.95E-02	TP53INP1	 
sulfasalazine	 	chemical drug	 	 	 	4.95E-02	NFKBIA	 
fumonisin B1	 	chemical toxicant	 	 	 	4.95E-02	LTB	 
NCD-38	 	chemical reagent	 	 	 	4.95E-02	HSPA5	 
(1S,2R)-NCL-1	 	chemical reagent	 	 	 	4.95E-02	HSPA5	 
betaine	 	chemical - endogenous mammalian	 	 	 	4.95E-02	HSPA5	 
7-ketocholesterol	 	chemical - endogenous mammalian	 	 	 	4.95E-02	HSPA5	 
hydrocortisone	 	chemical - endogenous mammalian	 	 	 	4.99E-02	CCND2,NFKBIA	 
SP110	 	transcription regulator	 	 	 	4.99E-02	CD74,TXNIP	 
quercetin	 	chemical drug	 	 	 	4.99E-02	HSPA5,MKI67	 
