© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	2.33E-02	NaN	IL18	
IL-17A Signaling in Gastric Cells	-0E00	4E-02	NaN	NFKB1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	4.76E-02	NaN	CREB5,NFKB1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	-0E00	4E-02	NaN	SOCS3	
nNOS Signaling in Skeletal Muscle Cells	-0E00	2.44E-02	NaN	CALM1 (includes others)	
Heparan Sulfate Biosynthesis	-0E00	1.28E-02	NaN	XYLT1	
Dopamine Degradation	-0E00	3.33E-02	NaN	LRTOMT	
Pyrimidine Ribonucleotides De Novo Biosynthesis	-0E00	4.65E-02	NaN	CMPK2,HNRNPA1	
tRNA Splicing	-0E00	4.65E-02	NaN	APEX1,PDE7A	
NAD Salvage Pathway II	-0E00	3.85E-02	NaN	ACP1	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	-0E00	4.55E-02	NaN	CMPK2	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	-0E00	4E-02	NaN	PIKFYVE	
Phospholipases	-0E00	4.76E-02	NaN	HMOX1,PDIA3,PLA2G12A	
Estrogen Biosynthesis	-0E00	2.44E-02	NaN	HSD17B10	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00	4E-02	NaN	AKR1A1	
Chondroitin Sulfate Biosynthesis	-0E00	3.57E-02	NaN	CSGALNACT2,XYLT1	
Dermatan Sulfate Biosynthesis	-0E00	3.39E-02	NaN	CSGALNACT2,XYLT1	
Serotonin Degradation	-0E00	1.49E-02	NaN	AKR1A1	
Tryptophan Degradation III (Eukaryotic)	-0E00	4.35E-02	NaN	HSD17B10	
Pyrimidine Ribonucleotides Interconversion	-0E00	4.88E-02	NaN	CMPK2,HNRNPA1	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	2.08E-02	NaN	CSGALNACT2	
Acetone Degradation I (to Methylglyoxal)	-0E00	3.33E-02	NaN	ZADH2	
Ethanol Degradation IV	-0E00	4.35E-02	NaN	ACSL1	
Inhibition of Matrix Metalloproteases	-0E00	2.56E-02	NaN	TIMP1	
Granulocyte Adhesion and Diapedesis	-0E00	3.89E-02	NaN	CD99,GNAI2,GNAI3,IL18,ITGB2,SELL,SELPLG	
Wnt/Ca+ pathway	-0E00	4.84E-02	NaN	CREB5,NFKB1,PDIA3	
EGF Signaling	-0E00	1.82E-02	NaN	PIK3CD	
Nucleotide Excision Repair Pathway	-0E00	2.86E-02	NaN	GTF2H3	
Amyloid Processing	-0E00	4E-02	NaN	APP,PRKAR1A	
Serotonin Receptor Signaling	-0E00	2.33E-02	NaN	ADCY9	
Phototransduction Pathway	-0E00	1.89E-02	NaN	PRKAR1A	
Notch Signaling	-0E00	2.7E-02	NaN	NUMB	
Gustation Pathway	-0E00	3.9E-02	NaN	ADCY9,APEX1,P2RY1,P2RY12,PDE7A,PRKAR1A	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.67E-02	NaN	TGFBR2	
NER Pathway	-0E00	3.88E-02	NaN	GPS1,GTF2H3,H3-3A/H3-3B,POLA1	
Apelin Cardiac Fibroblast Signaling Pathway	-0E00	4.35E-02	NaN	PRKAB2	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	4.76E-02	-0.333	GSTK1,GSTP1,HSP90AB1,HSP90B1,MAP2K3,NCOA1,PPM1L,PPP2R5C,PRKCD	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	4.69E-02	1.000	GSTK1,GSTP1,HSP90AB1,HSP90B1,NCOA1,PPP1CC,PPP1R14B,PRKAR1A,PRKCD	
